EventID,SportID,VenueID,Event,Year,Season
2172,19,21,Shooting Mixed Skeet,1980,Summer
2173,19,5,Shooting Mixed Skeet,1984,Summer
2174,5,20,Athletics Women's Long Jump,1976,Summer
2175,22,8,"Cycling Women's Road Race, Individual",1996,Summer
2176,22,8,"Cycling Women's Mountainbike, Cross-Country",1996,Summer
2177,22,7,"Cycling Women's Mountainbike, Cross-Country",2000,Summer
2178,13,20,"Wrestling Men's Featherweight, Greco-Roman",1976,Summer
2179,40,2,Lacrosse Men's Lacrosse,1908,Summer
2180,6,20,Swimming Women's 100 metres Butterfly,1976,Summer
2181,8,14,Sailing Mixed Two Person Heavyweight Dinghy,1972,Summer
2182,16,7,Rowing Women's Coxed Eights,2000,Summer
2183,16,12,Rowing Women's Coxless Pairs,2004,Summer
2184,16,10,Rowing Women's Coxed Eights,2008,Summer
2185,9,8,Gymnastics Men's Individual All-Around,1996,Summer
2186,9,8,Gymnastics Men's Floor Exercise,1996,Summer
2187,9,8,Gymnastics Men's Horse Vault,1996,Summer
2188,9,8,Gymnastics Men's Parallel Bars,1996,Summer
2189,9,8,Gymnastics Men's Horizontal Bar,1996,Summer
2190,9,8,Gymnastics Men's Rings,1996,Summer
2191,9,8,Gymnastics Men's Pommelled Horse,1996,Summer
2192,9,7,Gymnastics Men's Floor Exercise,2000,Summer
2193,9,7,Gymnastics Men's Horizontal Bar,2000,Summer
2194,9,12,Gymnastics Men's Individual All-Around,2004,Summer
2195,9,12,Gymnastics Men's Floor Exercise,2004,Summer
2196,9,12,Gymnastics Men's Horse Vault,2004,Summer
2197,9,12,Gymnastics Men's Parallel Bars,2004,Summer
2198,9,12,Gymnastics Men's Horizontal Bar,2004,Summer
2199,9,12,Gymnastics Men's Rings,2004,Summer
2200,9,12,Gymnastics Men's Pommelled Horse,2004,Summer
2201,11,12,Handball Women's Handball,2004,Summer
2202,22,16,"Cycling Men's Team Pursuit, 4,000 metres",1936,Summer
2203,22,5,Cycling Men's Sprint,1984,Summer
2204,22,15,"Cycling Men's 1,000 metres Time Trial",1988,Summer
2205,13,20,"Wrestling Men's Light-Flyweight, Freestyle",1976,Summer
2206,13,21,"Wrestling Men's Light-Flyweight, Greco-Roman",1980,Summer
2207,20,13,Boxing Men's Heavyweight,1968,Summer
2208,20,14,Boxing Men's Heavyweight,1972,Summer
2209,24,12,"Canoeing Women's Kayak Singles, 500 metres",2004,Summer
2210,5,11,Athletics Women's Long Jump,2016,Summer
2211,23,20,Diving Men's Platform,1976,Summer
2212,23,21,Diving Men's Platform,1980,Summer
2213,5,21,"Athletics Men's 10,000 metres",1980,Summer
2214,18,1,"Equestrianism Mixed Three-Day Event, Individual",1992,Summer
2215,5,21,Athletics Men's 20 kilometres Walk,1980,Summer
2216,5,21,Athletics Men's 50 kilometres Walk,1980,Summer
2217,6,2,Swimming Men's 400 metres Individual Medley,2012,Summer
2218,5,21,Athletics Women's Long Jump,1980,Summer
2219,13,18,"Wrestling Men's Bantamweight, Greco-Roman",1960,Summer
2220,5,1,Athletics Women's 10 kilometres Walk,1992,Summer
2221,20,6,Boxing Men's Light-Heavyweight,1952,Summer
2222,18,20,"Equestrianism Mixed Three-Day Event, Individual",1976,Summer
2223,18,20,"Equestrianism Mixed Three-Day Event, Team",1976,Summer
2224,17,21,"Fencing Women's Foil, Individual",1980,Summer
2225,16,21,Rowing Men's Coxed Eights,1980,Summer
2226,20,10,Boxing Men's Super-Heavyweight,2008,Summer
2227,6,1,Swimming Men's 50 metres Freestyle,1992,Summer
2228,5,7,Athletics Women's 20 kilometres Walk,2000,Summer
2229,8,9,Sailing Mixed 12 metres,1912,Summer
2230,17,15,"Fencing Men's Sabre, Individual",1988,Summer
2231,22,14,"Cycling Men's Team Pursuit, 4,000 metres",1972,Summer
2232,18,12,"Equestrianism Mixed Three-Day Event, Individual",2004,Summer
2233,18,12,"Equestrianism Mixed Three-Day Event, Team",2004,Summer
2234,18,2,"Equestrianism Mixed Three-Day Event, Team",2012,Summer
2235,5,6,Athletics Men's 110 metres Hurdles,1952,Summer
2236,17,8,"Fencing Men's Foil, Individual",1996,Summer
2237,17,7,"Fencing Men's Foil, Individual",2000,Summer
2238,32,15,Table Tennis Men's Singles,1988,Summer
2239,16,22,Rowing Men's Coxed Pairs,1964,Summer
2240,6,5,Swimming Men's 100 metres Freestyle,1932,Summer
2241,20,10,Boxing Men's Light-Heavyweight,2008,Summer
2242,20,22,Boxing Men's Light-Heavyweight,1964,Summer
2243,13,18,"Wrestling Men's Welterweight, Greco-Roman",1960,Summer
2244,2,12,Judo Women's Extra-Lightweight,2004,Summer
2245,6,22,Swimming Men's 4 x 200 metres Freestyle Relay,1964,Summer
2246,13,5,"Wrestling Men's Flyweight, Freestyle",1984,Summer
2247,13,22,"Wrestling Men's Flyweight, Greco-Roman",1964,Summer
2248,19,18,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1960,Summer
2249,19,18,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1960,Summer
2250,13,16,"Wrestling Men's Lightweight, Greco-Roman",1936,Summer
2251,5,11,Athletics Men's 110 metres Hurdles,2016,Summer
2252,13,2,"Wrestling Women's Heavyweight, Freestyle",2012,Summer
2253,5,5,Athletics Men's 110 metres Hurdles,1984,Summer
2254,12,12,Weightlifting Men's Bantamweight,2004,Summer
2255,5,11,Athletics Women's 100 metres Hurdles,2016,Summer
2256,5,18,Athletics Men's 200 metres,1960,Summer
2257,5,12,Athletics Women's 400 metres,2004,Summer
2258,22,2,"Cycling Men's Road Race, Individual",1948,Summer
2259,22,2,"Cycling Men's 1,000 metres Time Trial",1948,Summer
2260,8,8,Sailing Men's Windsurfer,1996,Summer
2261,20,18,Boxing Men's Bantamweight,1960,Summer
2262,20,22,Boxing Men's Bantamweight,1964,Summer
2263,32,2,Table Tennis Men's Team,2012,Summer
2264,5,11,"Athletics Women's 5,000 metres",2016,Summer
2265,23,7,Diving Men's Synchronized Springboard,2000,Summer
2266,23,12,Diving Men's Springboard,2004,Summer
2267,23,12,Diving Men's Synchronized Springboard,2004,Summer
2268,13,14,"Wrestling Men's Light-Flyweight, Greco-Roman",1972,Summer
2269,17,2,"Fencing Men's epee, Team",1908,Summer
2270,16,9,"Rowing Men's Coxed Fours, Outriggers",1912,Summer
2271,19,20,Shooting Mixed Trap,1976,Summer
2272,8,1,Sailing Women's Windsurfer,1992,Summer
2273,19,7,"Shooting Men's Rapid-Fire Pistol, 25 metres",2000,Summer
2274,19,12,"Shooting Men's Rapid-Fire Pistol, 25 metres",2004,Summer
2275,24,8,"Canoeing Men's Kayak Doubles, 1,000 metres",1996,Summer
2276,14,15,Water Polo Men's Water Polo,1988,Summer
2277,14,1,Water Polo Men's Water Polo,1992,Summer
2278,2,8,Judo Men's Middleweight,1996,Summer
2279,19,13,Shooting Mixed Trap,1968,Summer
2280,19,14,Shooting Mixed Trap,1972,Summer
2281,9,12,Gymnastics Men's Rope Climbing,1906,Summer
2282,37,2,Beach Volleyball Men's Beach Volleyball,2012,Summer
2283,37,11,Beach Volleyball Men's Beach Volleyball,2016,Summer
2284,20,15,Boxing Men's Light-Middleweight,1988,Summer
2285,20,1,Boxing Men's Middleweight,1992,Summer
2286,34,10,Rhythmic Gymnastics Women's Group,2008,Summer
2287,13,18,"Wrestling Men's Flyweight, Freestyle",1960,Summer
2288,13,22,"Wrestling Men's Flyweight, Freestyle",1964,Summer
2289,13,14,"Wrestling Men's Bantamweight, Greco-Roman",1972,Summer
2290,21,11,Taekwondo Women's Featherweight,2016,Summer
2291,13,20,"Wrestling Men's Lightweight, Greco-Roman",1976,Summer
2292,6,10,Swimming Women's 100 metres Butterfly,2008,Summer
2293,6,2,Swimming Women's 100 metres Butterfly,2012,Summer
2294,8,5,Sailing Mixed Two Person Dinghy,1984,Summer
2295,10,5,"Art Competitions Mixed Architecture, Designs For Town Planning",1932,Summer
2296,10,16,"Art Competitions Mixed Architecture, Unknown Event",1936,Summer
2297,13,13,"Wrestling Men's Flyweight, Greco-Roman",1968,Summer
2298,6,2,Swimming Women's 100 metres Freestyle,2012,Summer
2299,6,11,Swimming Women's 100 metres Freestyle,2016,Summer
2300,29,3,"Archery Men's Target Archery, 28 metres, Team",1920,Summer
2301,29,3,"Archery Men's Target Archery, 33 metres, Team",1920,Summer
2302,29,3,"Archery Men's Target Archery, 50 metres, Team",1920,Summer
2303,13,14,"Wrestling Men's Bantamweight, Freestyle",1972,Summer
2304,13,20,"Wrestling Men's Bantamweight, Freestyle",1976,Summer
2305,20,5,Boxing Men's Light-Welterweight,1984,Summer
2306,5,7,Athletics Women's 100 metres Hurdles,2000,Summer
2307,13,7,"Wrestling Men's Middleweight, Freestyle",2000,Summer
2308,13,15,"Wrestling Men's Light-Flyweight, Greco-Roman",1988,Summer
2309,20,8,Boxing Men's Light-Welterweight,1996,Summer
2310,19,13,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",1968,Summer
2311,19,15,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1988,Summer
2312,19,1,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1992,Summer
2313,8,11,Sailing Women's One Person Dinghy,2016,Summer
2314,13,20,"Wrestling Men's Light-Heavyweight, Freestyle",1976,Summer
2315,8,19,Sailing Mixed 6 metres,1928,Summer
2316,6,14,Swimming Women's 100 metres Freestyle,1972,Summer
2317,6,14,Swimming Women's 200 metres Freestyle,1972,Summer
2318,6,14,Swimming Women's 4 x 100 metres Freestyle Relay,1972,Summer
2319,6,14,Swimming Women's 4 x 100 metres Medley Relay,1972,Summer
2320,5,4,Athletics Men's 110 metres Hurdles,1924,Summer
2321,12,2,Weightlifting Men's Heavyweight,1948,Summer
2322,12,6,Weightlifting Men's Middle-Heavyweight,1952,Summer
2323,5,6,Athletics Men's Hammer Throw,1952,Summer
2324,5,17,Athletics Men's Hammer Throw,1956,Summer
2325,7,10,Badminton Women's Singles,2008,Summer
2326,7,2,Badminton Women's Singles,2012,Summer
2327,25,12,Tennis Men's Doubles,2004,Summer
2328,32,11,Table Tennis Women's Singles,2016,Summer
2329,17,13,"Fencing Men's epee, Individual",1968,Summer
2330,17,14,"Fencing Men's epee, Team",1972,Summer
2331,3,4,Football Men's Football,1900,Summer
2332,23,3,Diving Women's Springboard,1920,Summer
2333,26,12,Modern Pentathlon Women's Individual,2004,Summer
2334,5,7,Athletics Men's 110 metres Hurdles,2000,Summer
2335,5,12,Athletics Men's 110 metres Hurdles,2004,Summer
2336,5,23,Athletics Men's Pole Vault,1904,Summer
2337,24,14,"Canoeing Men's Canadian Doubles, Slalom",1972,Summer
2338,19,1,"Shooting Men's Running Target, 10 metres",1992,Summer
2339,8,2,Sailing Mixed Two Person Keelboat,1948,Summer
2340,5,18,Athletics Men's 50 kilometres Walk,1960,Summer
2341,38,12,Triathlon Women's Olympic Distance,2004,Summer
2342,5,6,Athletics Men's 10 kilometres Walk,1952,Summer
2343,13,17,"Wrestling Men's Bantamweight, Freestyle",1956,Summer
2344,13,18,"Wrestling Men's Featherweight, Greco-Roman",1960,Summer
2345,5,1,Athletics Women's 100 metres,1992,Summer
2346,5,1,Athletics Women's 4 x 100 metres Relay,1992,Summer
2347,5,12,Athletics Women's 4 x 400 metres Relay,2004,Summer
2348,16,17,Rowing Men's Coxed Fours,1956,Summer
2349,9,15,Gymnastics Women's Individual All-Around,1988,Summer
2350,9,15,Gymnastics Women's Floor Exercise,1988,Summer
2351,9,15,Gymnastics Women's Horse Vault,1988,Summer
2352,9,15,Gymnastics Women's Uneven Bars,1988,Summer
2353,9,15,Gymnastics Women's Balance Beam,1988,Summer
2354,9,1,Gymnastics Women's Individual All-Around,1992,Summer
2355,9,1,Gymnastics Women's Team All-Around,1992,Summer
2356,9,1,Gymnastics Women's Floor Exercise,1992,Summer
2357,9,1,Gymnastics Women's Horse Vault,1992,Summer
2358,9,1,Gymnastics Women's Uneven Bars,1992,Summer
2359,9,1,Gymnastics Women's Balance Beam,1992,Summer
2360,5,11,Athletics Men's 4 x 400 metres Relay,2016,Summer
2361,5,7,Athletics Women's 400 metres Hurdles,2000,Summer
2362,5,12,Athletics Women's 400 metres Hurdles,2004,Summer
2363,15,5,Hockey Men's Hockey,1932,Summer
2364,20,12,Boxing Men's Light-Welterweight,2004,Summer
2365,6,2,Swimming Women's 200 metres Individual Medley,2012,Summer
2366,41,3,Polo Men's Polo,1920,Summer
2367,16,10,Rowing Men's Coxed Eights,2008,Summer
2368,28,12,Softball Women's Softball,2004,Summer
2369,26,7,Modern Pentathlon Women's Individual,2000,Summer
2370,8,3,Sailing Mixed 12 metres,1920,Summer
2371,16,9,"Rowing Men's Coxed Fours, Inriggers",1912,Summer
2372,16,4,Rowing Men's Coxed Eights,1924,Summer
2373,6,7,Swimming Men's 200 metres Freestyle,2000,Summer
2374,6,7,Swimming Men's 400 metres Freestyle,2000,Summer
2375,20,18,Boxing Men's Light-Middleweight,1960,Summer
2376,22,1,Cycling Men's Sprint,1992,Summer
2377,22,1,"Cycling Men's 1,000 metres Time Trial",1992,Summer
2378,17,6,"Fencing Women's Foil, Individual",1952,Summer
2379,5,21,Athletics Women's 100 metres,1980,Summer
2380,5,5,Athletics Men's Long Jump,1984,Summer
2381,22,10,Cycling Men's BMX,2008,Summer
2382,9,5,Gymnastics Men's Individual All-Around,1984,Summer
2383,9,5,Gymnastics Men's Floor Exercise,1984,Summer
2384,9,5,Gymnastics Men's Horse Vault,1984,Summer
2385,9,5,Gymnastics Men's Parallel Bars,1984,Summer
2386,9,5,Gymnastics Men's Horizontal Bar,1984,Summer
2387,9,5,Gymnastics Men's Rings,1984,Summer
2388,9,5,Gymnastics Men's Pommelled Horse,1984,Summer
2389,6,11,Swimming Men's 200 metres Breaststroke,2016,Summer
2390,10,4,Art Competitions Mixed Sculpturing,1924,Summer
2391,16,7,Rowing Women's Lightweight Double Sculls,2000,Summer
2392,17,22,"Fencing Men's Sabre, Team",1964,Summer
2393,15,2,Hockey Men's Hockey,1908,Summer
2394,5,10,Athletics Women's 4 x 100 metres Relay,2008,Summer
2395,12,1,Weightlifting Men's Middleweight,1992,Summer
2396,5,1,Athletics Women's Marathon,1992,Summer
2397,5,17,Athletics Men's 20 kilometres Walk,1956,Summer
2398,5,17,Athletics Men's 50 kilometres Walk,1956,Summer
2399,6,22,Swimming Women's 4 x 100 metres Freestyle Relay,1964,Summer
2400,14,12,Water Polo Women's Water Polo,2004,Summer
2401,5,20,Athletics Women's 4 x 100 metres Relay,1976,Summer
2402,5,21,Athletics Women's 4 x 100 metres Relay,1980,Summer
2403,6,12,Swimming Men's 400 metres Individual Medley,2004,Summer
2404,6,10,Swimming Men's 400 metres Individual Medley,2008,Summer
2405,6,2,Swimming Men's 100 metres Backstroke,2012,Summer
2406,6,2,Swimming Men's 200 metres Individual Medley,2012,Summer
2407,5,3,"Athletics Men's Cross-Country, Individual",1920,Summer
2408,5,3,"Athletics Men's Cross-Country, Team",1920,Summer
2409,26,6,Modern Pentathlon Men's Individual,1952,Summer
2410,26,6,Modern Pentathlon Men's Team,1952,Summer
2411,26,17,Modern Pentathlon Men's Individual,1956,Summer
2412,26,17,Modern Pentathlon Men's Team,1956,Summer
2413,26,18,Modern Pentathlon Men's Individual,1960,Summer
2414,26,18,Modern Pentathlon Men's Team,1960,Summer
2415,22,22,"Cycling Men's 1,000 metres Time Trial",1964,Summer
2416,22,22,"Cycling Men's Team Pursuit, 4,000 metres",1964,Summer
2417,25,10,Tennis Men's Singles,2008,Summer
2418,25,10,Tennis Men's Doubles,2008,Summer
2419,25,2,Tennis Men's Singles,2012,Summer
2420,16,14,Rowing Men's Coxed Fours,1972,Summer
2421,13,1,"Wrestling Men's Welterweight, Greco-Roman",1992,Summer
2422,8,20,Sailing Mixed One Person Dinghy,1976,Summer
2423,17,22,"Fencing Men's Sabre, Individual",1964,Summer
2424,9,21,Gymnastics Women's Team All-Around,1980,Summer
2425,6,11,Swimming Men's 400 metres Individual Medley,2016,Summer
2426,1,12,Basketball Men's Basketball,2004,Summer
2427,19,10,"Shooting Men's Rapid-Fire Pistol, 25 metres",2008,Summer
2428,6,12,Swimming Men's 100 metres Butterfly,2004,Summer
2429,6,12,Swimming Men's 4 x 100 metres Medley Relay,2004,Summer
2430,6,10,Swimming Men's 4 x 100 metres Medley Relay,2008,Summer
2431,6,11,Swimming Men's 200 metres Butterfly,2016,Summer
2432,18,10,"Equestrianism Mixed Dressage, Individual",2008,Summer
2433,18,2,"Equestrianism Mixed Dressage, Individual",2012,Summer
2434,18,11,"Equestrianism Mixed Dressage, Team",2016,Summer
2435,6,14,"Swimming Men's 1,500 metres Freestyle",1972,Summer
2436,3,10,Football Women's Football,2008,Summer
2437,40,23,Lacrosse Men's Lacrosse,1904,Summer
2438,5,10,"Athletics Women's 1,500 metres",2008,Summer
2439,16,2,Rowing Men's Coxless Fours,1948,Summer
2440,8,6,Sailing Mixed Three Person Keelboat,1952,Summer
2441,16,6,Rowing Men's Coxless Fours,1952,Summer
2442,10,16,"Art Competitions Mixed Sculpturing, Statues",1936,Summer
2443,4,2,Tug-Of-War Men's Tug-Of-War,1908,Summer
2444,5,2,Athletics Women's Javelin Throw,1948,Summer
2445,6,18,Swimming Men's 4 x 200 metres Freestyle Relay,1960,Summer
2446,6,18,Swimming Men's 100 metres Backstroke,1960,Summer
2447,8,3,Sailing Mixed 40 metres,1920,Summer
2448,17,14,"Fencing Men's Foil, Individual",1972,Summer
2449,16,20,Rowing Men's Coxed Pairs,1976,Summer
2450,5,15,"Athletics Women's 10,000 metres",1988,Summer
2451,16,16,Rowing Men's Coxed Fours,1936,Summer
2452,25,3,Tennis Men's Singles,1920,Summer
2453,8,2,Sailing Mixed One Person Dinghy,1948,Summer
2454,8,18,Sailing Mixed Two Person Heavyweight Dinghy,1960,Summer
2455,16,20,Rowing Men's Coxed Eights,1976,Summer
2456,5,1,Athletics Women's 400 metres Hurdles,1992,Summer
2457,5,5,Athletics Men's 20 kilometres Walk,1984,Summer
2458,21,11,Taekwondo Women's Heavyweight,2016,Summer
2459,20,2,Boxing Men's Flyweight,2012,Summer
2460,5,12,Athletics Women's 100 metres Hurdles,2004,Summer
2461,12,7,Weightlifting Men's Heavyweight,2000,Summer
2462,2,7,Judo Men's Lightweight,2000,Summer
2463,6,8,Swimming Women's 100 metres Backstroke,1996,Summer
2464,6,7,Swimming Women's 100 metres Freestyle,2000,Summer
2465,6,7,Swimming Women's 4 x 100 metres Freestyle Relay,2000,Summer
2466,6,12,Swimming Women's 4 x 100 metres Freestyle Relay,2004,Summer
2467,17,15,"Fencing Men's Sabre, Team",1988,Summer
2468,6,18,Swimming Men's 200 metres Breaststroke,1960,Summer
2469,5,22,Athletics Men's Triple Jump,1964,Summer
2470,5,13,Athletics Men's Triple Jump,1968,Summer
2471,9,11,Gymnastics Women's Team All-Around,2016,Summer
2472,9,11,Gymnastics Women's Uneven Bars,2016,Summer
2473,9,11,Gymnastics Women's Balance Beam,2016,Summer
2474,16,8,Rowing Men's Quadruple Sculls,1996,Summer
2475,24,13,"Canoeing Men's Canadian Doubles, 1,000 metres",1968,Summer
2476,6,13,Swimming Men's 200 metres Butterfly,1968,Summer
2477,24,14,"Canoeing Men's Canadian Singles, 1,000 metres",1972,Summer
2478,24,20,"Canoeing Men's Canadian Doubles, 500 metres",1976,Summer
2479,24,12,"Canoeing Men's Kayak Singles, 500 metres",2004,Summer
2480,2,2,Judo Women's Heavyweight,2012,Summer
2481,2,11,Judo Women's Heavyweight,2016,Summer
2482,16,15,Rowing Women's Coxed Eights,1988,Summer
2483,16,1,Rowing Women's Coxless Pairs,1992,Summer
2484,12,5,Weightlifting Men's Bantamweight,1984,Summer
2485,29,7,Archery Women's Individual,2000,Summer
2486,29,7,Archery Women's Team,2000,Summer
2487,16,10,Rowing Men's Lightweight Coxless Fours,2008,Summer
2488,24,11,"Canoeing Men's Canadian Singles, 1,000 metres",2016,Summer
2489,6,18,Swimming Men's 100 metres Freestyle,1960,Summer
2490,16,8,Rowing Men's Coxless Fours,1996,Summer
2491,19,21,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",1980,Summer
2492,19,21,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",1980,Summer
2493,2,7,Judo Men's Extra-Lightweight,2000,Summer
2494,6,19,Swimming Men's 4 x 200 metres Freestyle Relay,1928,Summer
2495,37,12,Beach Volleyball Men's Beach Volleyball,2004,Summer
2496,9,5,Gymnastics Men's Parallel Bars,1932,Summer
2497,9,5,Gymnastics Men's Rings,1932,Summer
2498,9,5,Gymnastics Men's Club Swinging,1932,Summer
2499,13,13,"Wrestling Men's Middleweight, Greco-Roman",1968,Summer
2500,6,20,Swimming Men's 200 metres Backstroke,1976,Summer
2501,5,13,"Athletics Men's 3,000 metres Steeplechase",1968,Summer
2502,5,14,"Athletics Men's 10,000 metres",1972,Summer
2503,16,21,Rowing Men's Coxless Fours,1980,Summer
2504,19,14,"Shooting Mixed Free Pistol, 50 metres",1972,Summer
2505,18,4,"Equestrianism Men's Jumping, Individual",1924,Summer
